"en_airport","ko_airport","iata_code","icao_code","region","en_country","ko_country","en_city","ko_city","time_diff","des"
Alesund Airport,올레순비그라 공항,AES,ENAL,유럽,Norway,노르웨이,alesund,올레순드,-7.0,올레순드
Alexandra Aerodrome,알렉산드라 비행장,ALR,NZLX,아시아태평양,New Zealand,뉴질랜드,Alexandra,알렉산드라,3.0,알렉산드라
Alexandria International Airport,알렉산드리아 국제 공항,AEX,KAEX,북미캐나다,United States,미국,Alexandria,알렉산드리아,-7.0,알렉산드리아
Alexandroupoli Airport,알렉산드로폴리 공항,AXD,LGAL,유럽,Greece,그리스,Alexandroupoli,알렉산드루폴리,-7.0,알렉산드루폴리
Alferez FAP David Figueroa Fernandini Airport,알페레스 FAP 다비드 피게로아 페르난디니 공항,HUU,SPNC,중남미,Peru,페루,Huanuco,우아누코,-14.0,우아누코
Alfonso Bonilla Aragon International Airport,알폰소 보닐라 아라곤 국제 공항,CLO,SKCL,중남미,Colombia,콜롬비아,Cali,칼리,-14.0,칼리
Alfonso Lopez Pumarejo Airport,알폰소 로페스 푸마레호 공항,VUP,SKVP,중남미,Colombia,콜롬비아,Valledupar,바예두파르,-14.0,바예두파르
Alfredo Vasquez Cobo International Airport,알프레도 바스케스 코보 국제공항,LET,SKLT,중남미,Colombia,콜롬비아,Leticia,레티시아,-14.0,레티시아
Alghero Fertilia Airport,알게로 페르틸리아 공항,AHO,LIEA,유럽,Italy,이탈리아,Alghero,알게로,-7.0,알게로
Ali Pulan Airport,알리 풀란 공항,APJ,ZUPL,아시아태평양,China,중국,Ali,알리,-6.0,알리
Ali Sabieh Hassan Gouled Aptidon International Airport,알리 사비에 하산 굴레드 압티돈 국제공항,n/a,n/a,중남미,Djibouti,지부티,Ali-Sabieh,알리-사비에,-6.0,알리-사비에
Alicante Elche Airport,알리칸테 엘체 공항,ALC,LEAL,유럽,Spain,스페인,Alicante,알리칸테,-7.0,알리칸테
Alice International Airport,앨리스 국제 공항,ALI,KALI,북미캐나다,United States,미국,Alice,앨리스,-15.0,앨리스
Alice Springs Airport,앨리스 스프링스 공항,ASP,YBAS,대양주,Australia,오스트레일리아,Alice Springs,앨리스 스프링스,0.5,앨리스 스프링스
Aligarh Airport,알리가르 공항,HRH,VIAH,아시아태평양,India,인도,Aligarh,알리가르,-3.5,알리가르
Alitak Seaplane Base,알리탁 수상비행기 기지,ALZ,n/a,북미캐나다,United States,미국,Lazy Bay,레이지 베이,-17.0,레이지 베이
Allahabad Airport,알라하바드 공항,IXD,VIAL,아시아태평양,India,인도,Allahabad,알라하바드,-3.5,알라하바드
Allakaket Airport,알라카켓 공항,AET,PFAL,북미캐나다,United States,미국,Allakaket,알라카켓,-17.0,알라카켓
Allama Iqbal International Airport,알라마 이크발 국제 공항,LHE,OPLA,중동아프리카,Pakistan,파키스탄,Lahore,라호르,-4.0,라호르
Allegheny County Airport,앨러게니 카운티 공항,AGC,KAGC,북미캐나다,United States,미국,Pittsburgh,피츠버그,-13.0,피츠버그
Alliance Municipal Airport,얼라이언스 공항,AIA,KAIA,북미캐나다,United States,미국,Alliance,얼라이언스,-15.0,얼라이언스
Alma Airport,알마 공항,YTF,CYTF,북미캐나다,Canada,캐나다,Alma,알마,-13.0,알마
Almaty International Airport,알마티 국제 공항,ALA,UAAA,아시아태평양,Kazakhstan,카자흐스탄,Almaty,알마티,-4.0,알마티
AlmerIa Airport,알메리아 공항,LEI,LEAM,유럽,Spain,스페인,AlmerIa,알메리아,-7.0,알메리아
Almirante Marcos A. Zar Airport,알미란테 마르코스 A. 자르 공항,REL,SAVT,중남미,Argentina,아르헨티나,Trelew,트렐레우,-12.0,트렐레우
Almirante Padilla Airport,알미란테 파딜라 공항,RCH,SKRH,중남미,Colombia,콜롬비아,Riohacha,리오아차,-14.0,리오아차
Along Airport,알라오 공항,IXV,VEAN,아시아태평양,India,인도,Along,알롱,-3.0,알롱
Alor Island Airport,알로르 아일랜드 공항,ARD,WATM,아시아태평양,Indonesia,인도네시아,Alor Island,알로르 제도,-1.0,알로르 제도
Alpena County Regional Airport,앨피너 카운티 공항,APN,KAPN,북미캐나다,United States,미국,Alpena,알피나,-14.0,알피나
Alpine Casparis Municipal Airport,알파인 카스파리 시립공항,ALE,n/a,북미캐나다,United States,미국,Alpine,알파인,-15.0,알파인
Alta Airport,알타 공항,ALF,ENAT,유럽,Norway,노르웨이,Alta,알타,-7.0,알타
Alta Floresta Airport,알타 플로레스타 공항,AFL,SBAT,중남미,Brazil,브라질,Alta Floresta,알타 플로레스타,-13.0,알타 플로레스타
Altai Airport,알타이 공항,LTI,ZMAT,아시아태평양,Mongolia,몽골,Altai,알타이,-1.0,알타이
Altamira Airport,알타미라 공항,ATM,SBHT,중남미,Brazil,브라질,Altamira,알타미라,-12.0,알타미라
Altay Airport,알타이 공항,AAT,ZWAT,아시아태평양,China,중국,Altay,알타이,-1.0,알타이
Alto RIo Senguer Airport,알토 리오 셍구에르 공항,ARR,SAVR,중남미,Argentina,아르헨티나,Alto RIo Senguer,알토 리오 센구에르,-12.0,알토 리오 센구에르
Altoona Blair County Airport,앨투나 블레어 카운티 공항,AOO,KAOO,북미캐나다,United States,미국,Altoona,앨투나,-13.0,앨투나
Alula Aba Nega Airport,알룰라 아바 네가 공항,MQX,HAMK,중동아프리카,Ethiopia,이디오피아,Mekele,메켈레,-6.0,메켈레
Alxa Left Banner Bayanhot Airport,바얀호트 공항,AXF,n/a,아시아태평양,China,중국,Alxa Left Banner,알샤 좌기,-1.0,알샤 좌기
Alxa Right Banner Badanjilin Airport,바단길린 공항,RHT,n/a,아시아태평양,China,중국,Alxa Right Banner,알샤 우기,-1.0,알샤 우기
Alykel Airport,알리켈 공항,NSK,UOOO,유럽,Russia,러시아,Norilsk,노릴스크,-4.0,노릴스크
Alzintan Airport,알진탄 공항,ZIS,HLZN,중동아프리카,Libya,리비아,Zintan,진탄,-7.0,진탄
Amado Nervo International Airport,아마도 네르보 국제공항,TPQ,MMEP,중남미,Mexico,멕시코,Tepic,테픽,-16.0,테픽
Amakusa Airfield,아마쿠사 비행장,AXJ,RJDA,아시아태평양,Japan,일본,Amakusa,아마쿠사,0.0,아마쿠사
Amami Airport,아마미 공항,ASJ,RJKA,아시아태평양,Japan,일본,Amami,아마미,0.0,아마미
Amasya Merzifon Airport,아마시야 메르지폰 공항,MZH,LTAP,유럽,Turkey,터키,Merzifon,메르지폰,-6.0,메르지폰
Ambala Airport,암발라 공항,n/a,VIAM,아시아태평양,India,인도,Ambala,암발라,-3.5,암발라
Ambalabe Airport,암발라베 공항,WAI,FMNW,중동아프리카,Madagascar,마다가스카르,Antsohihy,안초히히,-6.0,안초히히
Ambatomainty Airport,암바토마인티 공항,AMY,n/a,중동아프리카,Madagascar,마다가스카르,Ambatomainty,암바토마인티,-6.0,암바토마인티
Ambatondrazaka Airport,암바톤드라자카 공항,WAM,FMMZ,중동아프리카,Madagascar,마다가스카르,Ambatondrazaka,암바톤드라자카,-6.0,암바톤드라자카
Ambikapur Darima Airport,암비카푸르 다리마 공항,n/a,n/a,아시아태평양,India,인도,Ambikapur,암비카푸르,-3.5,암비카푸르
Amborovy Airport,암보로비 공항,MJN,FMNM,중동아프리카,Madagascar,마다가스카르,Mahajanga,마하장가,-6.0,마하장가
Amboseli Airport,암보셀리 공항,ASV,HKAM,중동아프리카,Kenya,케냐,Amboseli,암보셀리,-6.0,암보셀리
Ambrolauri Airport,암브롤라우리 공항,n/a,UGAM,아시아태평양,Georgia,조지아,Ambrolauri,암브롤라우리,-5.0,암브롤라우리
Amderma Airport,암데르마 공항,AMV,ULDD,유럽,Russia,러시아,Amderma,암데르마,-6.0,암데르마
Amdjarass Airport,암자라스 공항,n/a,FTAA,중동아프리카,Chad,차드,Amdjarass,암드자라스,-8.0,암드자라스
Amgu Airport,암구 공항,AEM,n/a,유럽,Russia,러시아,Amgu,암구,1.0,암구
AmIlcar Cabral International Airport,아밀카르 카브랄 국제공항,SID,GVAC,중동아프리카,Cape Verde,카보베르데,Sal,살,-9.0,살
Amman Civil Airport,암만 민간공항,ADJ,OJAM,중동아프리카,Jordan,요르단,Amman,암만,-7.0,암만
Amook Bay Seaplane Base ,아묵 베이 수상비행기 기지,AOS,n/a,북미캐나다,United States,미국,Amook Bay,아묵 베이,-18.0,아묵 베이
Ampara Airport,암파라 공항,ADP,VCCG,아시아태평양,Sri Lanka,스리랑카,Ampara,암파라,-3.5,암파라
Amravati/Belora Airport,암라바티/벨로라 공항,n/a,n/a,아시아태평양,India,인도,Amravati,아므라바티,-3.5,아므라바티
Amsterdam AirportSchiphol,암스테르담 스키폴 공항,AMS,EHAM,유럽,Netherlands,네덜란드,Amsterdam,암스테르담,-7.0,암스테르담
Anaa Airport,아나 공항,AAA,NTGA,아시아태평양,French Polynesia,프랑스령 폴리네시아,Anaa,아나아,-19.0,아나아
Anadolu Airport,아나돌루 공항,AOE,LTBY,유럽,Turkey,터키,EskiSehir,에스키셰히르,-6.0,에스키셰히르
Anahim Lake Airport,아나힘 레이크 공항,YAA,CAJ4,북미캐나다,Canada,캐나다,Anahim Lake,아나힘 레이크,-16.0,아나힘 레이크
Anaktuvuk Pass Airport,아낙투북 패스 공항,AKP,PAKP,북미캐나다,United States,미국,Anaktuvuk Pass,아낙투부크 패스,-17.0,아낙투부크 패스
Anambra International Cargo Airport,아남브라 국제화물 공항,ANA,DNAN,중동아프리카,Nigeria,나이지리아,Chinua Achebe,치누아 아체베,-8.0,치누아 아체베
Anapa Vityazevo Airport,아나파 비티아제보 공항,AAQ,URKA,유럽,Russia,러시아,Anapa,아나파,-6.0,아나파
Anatom Airport,아톰공항,AUY,NVVA,아시아태평양,Vanuatu,바누아투,Anatom Island,아나톰 아일랜드,2.0,아나톰 아일랜드
Ancona Falconara Airport,안코나 팔코나라 공항,AOI,LIPY,유럽,Italy,이탈리아,Ancona,안코나,-7.0,안코나
Andahuaylas Airport,안다와일라스 공항,ANS,SPHY,중남미,Peru,페루,Andahuaylas,안다와일라스,-14.0,안다와일라스
Andamooka Airport,안다무카 공항,ADO,YAMK,대양주,Australia,오스트레일리아,Andamooka,안다무카,0.5,안다무카
Andavadoaka Airport,안다바도아카 공항,DVD,n/a,중동아프리카,Madagascar,마다가스카르,Andavadoaka,안다바도아카,-6.0,안다바도아카
Andi Jemma Airport,안디 젬마 공항,MXB,WAWM,아시아태평양,Indonesia,인도네시아,Masamba,마삼바,-1.0,마삼바
Andimba Toivo ya Toivo Airport,안딤바 토이보 야토이보 공항,OND,FYOA,중동아프리카,Namibia,나미비아,Ondangwa,온당과,-7.0,온당과
Andizhan Airport,안디잔 공항,AZN,UTKA,아시아태평양,Uzbekistan,우즈베키스탄,Andizhan,안디잔,-4.0,안디잔
Andoya Airport Andenes,안도야 공항,ANX,ENAN,유럽,Norway,노르웨이,Andenes,안데네스,-7.0,안데네스
Andre Maggi Airport,안드레 마기 공항,OTT,n/a,중남미,Brazil,브라질,Cotriguacu,코트리과수,-13.0,코트리과수
Andrews Field,앤드루스 공군기지,ADW,KADW,북미캐나다,United States,미국,Camp Springs,캠프 스프링스,-13.0,캠프 스프링스
Andros Town International Airport,안드로스 타운 국제공항,ASD,MYAF,중남미,Bahamas,바하마,Andros Town,앤드로스 타운,-14.0,앤드로스 타운
Angads Airport,앙가드 공항,OUD,GMFO,중동아프리카,Morocco,모로코,Oujda,우지다,-8.0,우지다
Angama Mara Airport,앙가마 마라 공항,ANA,n/a,중동아프리카,Kenya,케냐,Angama Mara,안가마 마라,-6.0,안가마 마라
angel Albino Corzo International Airport,앙헬 알비노 코르조 국제공항,TGZ,MMTG,중남미,Mexico,멕시코,Tuxtla Gutierrez,투스틀라 구티에레스,-15.0,투스틀라 구티에레스
Angelholm Helsingborg Airport,엔겔홀름 헬싱보리 공항,AGH,ESTA,유럽,Sweden,스웨덴,Angelholm,엔옐홀름,-7.0,엔옐홀름
Angers Loire Airport,앙제 루아르 공항,ANE,LFJR,유럽,France,프랑스,Angers,앙제,-7.0,앙제
Anglesey Airport,앵글시 공항,VLY,EGOV,유럽,United Kingdom,영국,Anglesey,앵글시,-8.0,앵글시
Angling Lake/Wapekeka Airport,앵글링 레이크/와페케카 공항,YAX,CKB6,북미캐나다,Canada,캐나다,Wapekeka,와페케카,-14.0,와페케카
Angoon Seaplane Base,앙군 수상비행기 기지,AGN,PAGN,북미캐나다,United States,미국,Angoon,앙군,-17.0,앙군
Angouleme Cognac International Airport,앙굴렘 코냑 국제공항,ANG,LFBU,유럽,France,프랑스,Angouleme,앙굴렘,-7.0,앙굴렘
Angra dos Reis Carmelo Jordao Airport,카르멜로 조르당 공항,GDR,SDAG,중남미,Brazil,브라질,Angra dos Reis,앙그라 두스 헤이스,-12.0,앙그라 두스 헤이스
Aniak Airport,아니악 공항,ANI,PANI,북미캐나다,United States,미국,Aniak,애니악,-17.0,애니악
Aniwa Airport,아니와 공항,AWD,NVVB,아시아태평양,Vanuatu,바누아투,Aniwa Island,아니와 섬,3.0,아니와 섬
Ankang Wulipu Airport,안캉 울리푸 공항,AKA,ZLAK,아시아태평양,China,중국,Ankang,안캉,-1.0,안캉
Ankavandra Airport,앙카반드라 공항,JVA,FMMK,중동아프리카,Madagascar,마다가스카르,Ankavandra,안카반드라,-6.0,안카반드라
Ann Airport,앤 공항,VBA,VYAN,아시아태평양,Myanmar,미얀마,Ann,앤,-13.0,앤
Annaba Rabah Bitat Airport,안나바 라바 비타트 공항,AAE,DABB,중동아프리카,Algeria,알제리,Annaba,안나바,-7.0,안나바
Annecy Haute Savoie Mont Blanc Airport,안시 몽블랑 공항,NCY,LFLP,유럽,France,프랑스,Annecy,안시,-7.0,안시
Annobon Airport,아노본 공항,NBN,FGAN,중동아프리카,Equatorial Guinea,적도 기니,DePale,데 팔레,-8.0,데 팔레
Anqing Tianzhushan Airport,안칭 티안주산 공항,AQG,ZSAQ,아시아태평양,China,중국,Anqing,안칭,-1.0,안칭
Anshan Teng'ao Airport,안산 텅아오 공항,AOG,ZYAS,아시아태평양,China,중국,Anshan,안산,-1.0,안산
Anshun Huangguoshu Airport,안순 황궈슈 공항,AVA,ZUAS,아시아태평양,China,중국,Anshun,안순,-1.0,안순
Anta Airport,안타 공항,ATA,SPHZ,중남미,Peru,페루,Huaraz,우아라스,-14.0,우아라스
Antalya Airport,안탈리아 공항,AYT,LTAI,유럽,Turkey,터키,Antalya,안탈리아,-6.0,안탈리아
Antoine Simon Airport,앙투안 시몽 공항,CYA,MTCA,중남미,Haiti,아이티,Les Cayes,레 카예,-14.0,레 카예
Antonio B. Won Pat International Airport,안토니오 B. 원 팻 국제공항,GUM,PGUM,아시아태평양,Guam,괌,Guam,괌,1.0,괌
Antonio Correia Pinto de Macedo Airport,안토니오 코레이아 핀토 데 마세도 공항,LAJ,SBLJ,중남미,Brazil,브라질,Lages,라제스,-12.0,라제스
Antonio Jose de Sucre Airport,안토니오 호세 데 수크레 공항,CUM,SVCU,중남미,Venezuela,베네수엘라,Cumana,쿠마나,-13.0,쿠마나
Antonio Maceo International Airport,안토니오 마세오 국제공항,SCU,MUCU,중남미,Cuba,쿠바,Santiago de Cuba,산티아고 데 쿠바,-14.0,산티아고 데 쿠바
Antonio Narino Airport,안토니오 나리뇨 공항,PSO,SKPS,중남미,Colombia,콜롬비아,Pasto,파스토,-14.0,파스토
Antonio Rivera RodrIguez Airport,안토니오 리베라 로드리게스 공항,VQS,TJVQ,중남미,Puerto Rico,푸에르토리코,Vieques,비에케스,-13.0,비에케스
Antonio Roldan Betancourt Airport,안토니오 롤단 베탕쿠르 공항,APO,SKLC,중남미,Colombia,콜롬비아,Apartado,아파르타도,-14.0,아파르타도
Antsirabato Airport,안시라바토 공항,ANM,FMNH,중동아프리카,Madagascar,마다가스카르,Antalaha,안탈라하,-6.0,안탈라하
Antsirabe Airport,안트시라베 공항,ATJ,FMME,중동아프리카,Madagascar,마다가스카르,Antsirabe,안치라베,-6.0,안치라베
Antwerp International Airport,앤트워프 국제 공항,ANR,EBAW,유럽,Belgium,벨기에,Antwerp,안트베르펜,-7.0,안트베르펜
Anvik Airport,안빅 공항,ANV,PANV,북미캐나다,United States,미국,Anvik,앤빅,-17.0,앤빅
Anyang Airport,안양공항,AYN,ZHAY,아시아태평양,China,중국,Anyang,안양,-1.0,안양
Anyang Hongqiqu Airport,안양홍치취공항,HQQ,ZHQQ,아시아태평양,China,중국,Anyang,안양,-1.0,안양
Aomori Airport,아오모리 공항,AOJ,RJSA,아시아태평양,Japan,일본,Aomori,아오모리,0.0,아오모리
Aosta Valley Airport,아오스타 밸리 공항,AOT,LIMW,유럽,Italy,이탈리아,Aosta,아오스타,-7.0,아오스타
Apataki Airport,아파타키 공항,APK,NTGD,아시아태평양,French Polynesia,프랑스령 폴리네시아,Apataki,아파타키,-19.0,아파타키
Apolo Airport,아폴로 공항,APB,SLAP,중남미,Bolivia,볼리비아,Apolo,아폴로,-13.0,아폴로
Appleton International Airport,애플턴 국제공항,ATW,KATW,북미캐나다,United States,미국,Appleton,애플턴,-14.0,애플턴
April Point Water Aerodrome,에이프릴 포인트 수상비행장,YQJ,n/a,북미캐나다,Canada,캐나다,Quadra Island,콰드라 아일랜드,-16.0,콰드라 아일랜드
Aracati Airport,아라카티 공항,ARX,SBAC,중남미,Brazil,브라질,Aracati,아라카치,-12.0,아라카치
Aracatuba Airport,아라사투바 공항,ARU,SBAU,중남미,Brazil,브라질,Aracatuba,아라카투바,-12.0,아라카투바
Arad International Airport,아라드 국제공항,ARW,LRAR,유럽,Romania,루마니아,Arad,아라드,-7.0,아라드
AraguaIna Airport,아라과이나 공항,AUX,SWGN,중남미,Brazil,브라질,AraguaIna,아라과이나,-12.0,아라과이나
Arak Airport,아라크 공항,AJK,OIHR,중동아프리카,Iran,이란,Arak,아라크,-5.5,아라크
Aransas County Airport,애런사스 카운티 공항,RKP,KRKP,북미캐나다,United States,미국,Rockport,록포트,-13.0,록포트
Aranuka Buariki Airport,아라누카 부아리키 공항,AAK,NGUK,아시아태평양,Kiribati,키리바시,Aranuka Buariki,아라누카 부아리키,3.0,아라누카 부아리키
Arapongas Airport,아라퐁가스 공항,APX,SSOG,중남미,Brazil,브라질,Arapongas,아라퐁가스,-12.0,아라퐁가스
Arar Domestic Airport,아라르 국내선 공항,RAE,OERR,중동아프리카,Saudi Arabia,사우디아라비아,Arar,아라르,-6.0,아라르
Araracuara Airport,아라라쿠아라 공항,ACR,SKAC,중남미,Colombia,콜롬비아,Araracuara,아라라쿠아라,-14.0,아라라쿠아라
