"출발국가","출발공항","공항코드","운항일자","계획시간","실제시간","운항편명","환승승객"
"일본","가고시마","KOJ","2024-11-07","12:40","13:22","7C1823","2"
"미국","샌프란시스코","SFO","2024-11-07","12:45","13:08","UA806","22"
"아랍에미리트","두바이","DXB","2024-11-07","12:45","13:25","KE951","14"
"중국","톈진","TSN","2024-11-07","12:45","13:28","CA172","1"
"중국","다롄(대련)","DLC","2024-11-07","12:50","13:37","KE869","12"
"중국","베이징/서우두","PEK","2024-11-07","12:50","13:40","OZ333","2"
"중국","선양(심양)","SHE","2024-11-07","12:55","13:34","CZ682","1"
"독일","프랑크푸르트","FRA","2024-11-07","12:55","13:45","LH713","4"
"중국","상하이/푸동","PVG","2024-11-07","12:55","14:24","MU5042","0"
"필리핀","마닐라","MNL","2024-11-07","13:00","13:26","Z2885","0"
"중국","항저우","HGH","2024-11-07","13:00","13:27","MU5072","0"
"일본","마쓰야마","MYJ","2024-11-07","13:05","13:31","7C1703","0"
"일본","도쿄/나리타","NRT","2024-11-07","13:05","13:32","ZG042","0"
"중국","칭다오","TAO","2024-11-07","13:05","13:52","KE843","17"
"일본","후쿠오카","FUK","2024-11-07","13:10","13:34","KE789","5"
"일본","오사카/ 간사이","KIX","2024-11-07","13:10","13:41","RS713","0"
"중국","베이징/서우두","PEK","2024-11-07","13:10","13:42","CA124","0"
"중국","칭다오","TAO","2024-11-07","13:15","13:48","MU2034","0"
"중국","샤먼","XMN","2024-11-07","13:20","13:36","MF872","0"
"미국","로스앤젤레스","LAX","2024-11-07","13:20","13:38","YP101","3"
"일본","오키나와","OKA","2024-11-07","13:20","13:40","7C1801","3"
"중국","창춘","CGQ","2024-11-07","13:20","13:56","CZ688","2"
"이탈리아","로마","FCO","2024-11-07","13:20","14:04","OZ561","26"
"몽골","신 울란바토르","UBN","2024-11-07","13:20","14:28","OM302","49"
"대만","가오슝","KHH","2024-11-07","13:25","13:43","TW671","0"
"독일","뮌헨","MUC","2024-11-07","13:30","14:08","LH719","0"
"일본","도쿄/나리타","NRT","2024-11-07","13:35","14:06","KE711","8"
"일본","도쿄/나리타","NRT","2024-11-07","13:40","14:10","NQ022","0"
"중국","항저우","HGH","2024-11-07","13:45","14:02","CA140","0"
"홍콩","홍콩","HKG","2024-11-07","13:45","14:15","KE175","10"
"일본","다카마쓰","TAK","2024-11-07","13:50","14:13","LJ359","0"
"홍콩","홍콩","HKG","2024-11-07","13:50","14:57","CX453","2"
"중국","충칭","CKG","2024-11-07","14:00","14:17","CA440","0"
"중국","웨이하이","WEH","2024-11-07","14:00","14:21","MU2018","5"
"대만","타이베이","TPE","2024-11-07","14:00","14:27","OZ713","9"
"마카오","마카오","MFM","2024-11-07","14:05","14:19","NX821","0"
"한국","부산","PUS","2024-11-07","14:05","14:23","KE1411","70"
"홍콩","홍콩","HKG","2024-11-07","14:05","14:30","HB761","0"
"우즈베키스탄","타슈켄트","TAS","2024-11-07","14:10","14:40","HH822","0"
"중국","상하이/푸동","PVG","2024-11-07","14:10","14:43","OZ365","6"
"일본","오사카/ 간사이","KIX","2024-11-07","14:10","14:50","OZ114","40"
"중국","옌지(연길)","YNJ","2024-11-07","14:20","14:32","CA144","2"
"일본","후쿠오카","FUK","2024-11-07","14:20","14:34","TW293","0"
"중국","시안","XIY","2024-11-07","14:20","14:36","MU5022","3"
"일본","후쿠오카","FUK","2024-11-07","14:25","14:47","RS723","0"
"중국","선양(심양)","SHE","2024-11-07","14:25","14:52","KE833","2"
"대만","타이중/칭촨강","RMQ","2024-11-07","14:25","14:54","TW669","0"
"중국","청두/톈푸","TFU","2024-11-07","14:30","14:48","3U3974","0"
"미국","로스앤젤레스","LAX","2024-11-07","14:30","14:56","KE017","73"
"중국","옌지(연길)","YNJ","2024-11-07","14:35","14:44","CZ6074","0"
"일본","삿포로","CTS","2024-11-07","14:35","14:59","ZE623","0"
"싱가포르","싱가포르","SIN","2024-11-07","14:35","15:01","KE643","7"
"홍콩","홍콩","HKG","2024-11-07","14:35","15:11","HX629","2"
"일본","나고야","NGO","2024-11-07","14:40","15:03","7C1203","1"
"미국","로스앤젤레스","LAX","2024-11-07","14:40","15:14","OZ202","137"
"중국","광저우","CAN","2024-11-07","14:50","15:13","CZ338","0"
"일본","도쿄/나리타","NRT","2024-11-07","14:50","15:20","7C1107","0"
"중국","청두/톈푸","TFU","2024-11-07","14:55","15:05","CA402","5"
"중국","선전","SZX","2024-11-07","14:55","15:43","ZH634","0"
"중국","베이징/서우두","PEK","2024-11-07","15:00","15:19","OZ335","2"
"일본","오사카/ 간사이","KIX","2024-11-07","15:00","15:31","LJ235","0"
"홍콩","홍콩","HKG","2024-11-07","15:00","16:25","CX411","0"
"일본","오사카/ 간사이","KIX","2024-11-07","15:05","15:24","ZE613","0"
"일본","도쿄/나리타","NRT","2024-11-07","15:05","15:27","BX166","0"
"인도네시아","자카르타/수카르노하타","CGK","2024-11-07","15:05","15:29","KE627","25"
"대만","타이중/칭촨강","RMQ","2024-11-07","15:10","15:33","KE189","1"
"일본","오사카/ 간사이","KIX","2024-11-07","15:10","15:35","KE725","14"
"일본","도쿄/나리타","NRT","2024-11-07","15:10","16:15","LJ207","1"
"일본","오사카/ 간사이","KIX","2024-11-07","15:20","15:39","RS715","3"
"일본","오사카/ 간사이","KIX","2024-11-07","15:20","15:41","MM706","0"
"일본","후쿠오카","FUK","2024-11-07","15:20","15:47","7C1405","13"
"일본","도쿄/나리타","NRT","2024-11-07","15:20","15:49","ZE603","0"
"중국","칭다오","TAO","2024-11-07","15:25","15:37","SC4614","2"
"일본","도쿄/나리타","NRT","2024-11-07","15:30","15:45","TW215","0"
"일본","나고야","NGO","2024-11-07","15:35","15:53","OZ124","25"
"일본","후쿠오카","FUK","2024-11-07","15:35","15:55","ZE643","0"
"일본","오사카/ 간사이","KIX","2024-11-07","15:35","16:01","BX176","0"
"일본","도쿄/나리타","NRT","2024-11-07","15:35","16:05","OZ106","22"
"중국","베이징/다싱","PKX","2024-11-07","15:40","15:51","MU2074","0"
"일본","나고야","NGO","2024-11-07","15:40","15:57","LJ347","2"
"인도네시아","덴파사르","DPS","2024-11-07","15:40","15:59","7C5303","0"
"인도네시아","자카르타/수카르노하타","CGK","2024-11-07","15:40","16:07","OZ761","27"
"일본","오사카/ 간사이","KIX","2024-11-07","15:55","16:09","TW285","0"
"홍콩","홍콩","HKG","2024-11-07","15:55","16:11","UO631","0"
"미국","샌프란시스코","SFO","2024-11-07","16:00","16:29","KE023","53"
"일본","오사카/ 간사이","KIX","2024-11-07","16:00","16:32","OZ118","19"
"중국","옌타이","YNT","2024-11-07","16:05","16:13","MU268","3"
"일본","시즈오카","FSZ","2024-11-07","16:05","16:19","7C1603","0"
"태국","치앙마이","CNX","2024-11-07","16:05","16:22","LJ009","1"
"미국","시애틀","SEA","2024-11-07","16:10","16:40","KE041","63"
"중국","광저우","CAN","2024-11-07","16:15","16:16","CZ3062","3"
"대만","타이베이","TPE","2024-11-07","16:15","16:34","KE187","6"
"중국","상하이/푸동","PVG","2024-11-07","16:20","16:27","MU5034","0"
"일본","도쿄/나리타","NRT","2024-11-07","16:20","16:36","7C1121","5"
"일본","후쿠오카","FUK","2024-11-07","16:20","16:38","7C1407","4"
"인도네시아","덴파사르","DPS","2024-11-07","16:20","16:47","KE633","17"
"싱가포르","싱가포르","SIN","2024-11-07","16:20","16:49","OZ751","9"
"중국","칭다오","TAO","2024-11-07","16:40","16:42","MU560","0"
"일본","도쿄/나리타","NRT","2024-11-07","16:40","16:51","RS703","0"
"중국","선전","SZX","2024-11-07","16:40","16:53","ZH632","0"
"말레이시아","쿠알라룸푸르","KUL","2024-11-07","16:40","17:38","KE671","25"
"싱가포르","싱가포르","SIN","2024-11-07","16:45","17:23","SQ601","1"
"태국","방콕/수완나품","BKK","2024-11-07","16:50","17:11","BX747","12"
"베트남","푸꾸옥","PQC","2024-11-07","16:50","17:26","KE485","5"
"일본","도쿄/나리타","NRT","2024-11-07","16:55","17:13","KE713","12"
"일본","오사카/ 간사이","KIX","2024-11-07","16:55","17:17","7C1305","0"
"태국","푸켓","HKT","2024-11-07","16:55","17:19","KE663","49"
"일본","도쿄/나리타","NRT","2024-11-07","17:00","17:21","ET672","0"
"태국","방콕/수완나품","BKK","2024-11-07","17:05","17:15","ZE511","0"
"베트남","푸꾸옥","PQC","2024-11-07","17:05","17:52","LJ091","2"
"태국","방콕/수완나품","BKK","2024-11-07","17:10","17:30","LJ001","3"
"베트남","푸꾸옥","PQC","2024-11-07","17:10","18:09","ZE581","0"
"태국","방콕/수완나품","BKK","2024-11-07","17:20","17:45","KE651","124"
"일본","후쿠오카","FUK","2024-11-07","17:20","17:53","LJ265","1"
"태국","방콕/수완나품","BKK","2024-11-07","17:25","18:41","YP601","1"
"태국","치앙마이","CNX","2024-11-07","17:25","18:47","ZE517","4"
"중국","다롄(대련)","DLC","2024-11-07","17:30","17:28","CZ696","3"
"태국","방콕/수완나품","BKK","2024-11-07","17:30","17:50","TG653","6"
"중국","상하이/푸동","PVG","2024-11-07","17:40","17:48","9C8560","0"
"인도네시아","덴파사르","DPS","2024-11-07","17:40","18:00","KE629","49"
"인도네시아","바탐","BTH","2024-11-07","17:45","19:10","7C5301","0"
"아랍에미리트","아부다비","AUH","2024-11-07","17:50","17:58","EY823","7"
"중국","베이징/서우두","PEK","2024-11-07","17:50","18:02","CA126","4"
"미국","애틀랜타","ATL","2024-11-07","17:50","18:05","DL188","126"
"중국","푸저우","FOC","2024-11-07","17:55","18:04","MF878","8"
"베트남","호찌민","SGN","2024-11-07","17:55","18:54","VN403","8"
"미국","샌프란시스코","SFO","2024-11-07","18:00","18:11","UA892","43"
"말레이시아","코타키나발루","BKI","2024-11-07","18:00","18:17","LJ131","4"
"베트남","푸꾸옥","PQC","2024-11-07","18:00","18:22","7C4103","2"
"필리핀","마닐라","MNL","2024-11-07","18:05","18:24","7C2305","19"
"베트남","하노이","HAN","2024-11-07","18:05","18:26","VN415","12"
"태국","방콕/수완나품","BKK","2024-11-07","18:05","18:28","OZ741","20"
"베트남","나트랑","CXR","2024-11-07","18:05","18:34","KE465","6"
"뉴질랜드","오클랜드","AKL","2024-11-07","18:10","18:36","KE411","89"
"일본","후쿠오카","FUK","2024-11-07","18:10","18:45","TW295","0"
"말레이시아","코타키나발루","BKI","2024-11-07","18:15","18:30","TW169","0"
"한국","부산","PUS","2024-11-07","18:15","18:32","KE1415","340"
"일본","후쿠오카","FUK","2024-11-07","18:15","18:38","OZ136","8"
"미국","시애틀","SEA","2024-11-07","18:15","19:49","OZ272","99"
"캐나다","밴쿠버","YVR","2024-11-07","18:20","20:12","AC064","88"
"중국","상하이/푸동","PVG","2024-11-07","18:25","18:39","FM828","3"
"베트남","호찌민","SGN","2024-11-07","18:30","18:58","KE475","147"
"캄보디아","프놈펜","PNH","2024-11-07","18:30","19:04","KE689","155"
"캐나다","밴쿠버","YVR","2024-11-07","18:30","19:34","KE071","145"
"싱가포르","싱가포르","SIN","2024-11-07","18:35","19:36","KE645","42"
"필리핀","마닐라","MNL","2024-11-07","18:35","20:19","KE623","221"
"일본","도쿄/나리타","NRT","2024-11-07","18:40","18:56","OZ108","42"
"베트남","하노이","HAN","2024-11-07","18:40","19:00","KE453","81"
"한국","대구","TAE","2024-11-07","18:40","19:02","KE1433","138"
"일본","후쿠오카","FUK","2024-11-07","18:40","19:08","KE781","30"
"베트남","다낭","DAD","2024-11-07","18:45","19:06","OZ755","13"
"호주","시드니","SYD","2024-11-07","18:45","19:15","KE401","13"
"일본","도쿄/나리타","NRT","2024-11-07","18:45","19:22","KE705","16"
"베트남","다낭","DAD","2024-11-07","18:45","19:31","KE461","30"
"미국","댈러스포트워스","DFW","2024-11-07","18:50","19:19","AA280","57"
"필리핀","세부","CEB","2024-11-07","18:50","19:56","KE615","66"
"싱가포르","싱가포르","SIN","2024-11-07","18:50","20:05","TW171","3"
"태국","치앙마이","CNX","2024-11-07","18:55","19:17","OZ765","31"
"필리핀","칼리보","KLO","2024-11-07","19:00","19:12","TW189","0"
"라오스","비엔티안","VTE","2024-11-07","19:00","19:25","BX741","2"
"베트남","다낭","DAD","2024-11-07","19:00","19:27","TW191","5"
"일본","나고야","NGO","2024-11-07","19:00","19:40","KE743","38"
"일본","오사카/ 간사이","KIX","2024-11-07","19:00","19:45","KE721","34"
"태국","치앙마이","CNX","2024-11-07","19:05","19:38","KE667","76"
"싱가포르","싱가포르","SIN","2024-11-07","19:05","19:40","OZ753","24"
"중국","상하이/푸동","PVG","2024-11-07","19:05","19:51","KE895","83"
"태국","방콕/수완나품","BKK","2024-11-07","19:05","19:54","KE653","188"
"태국","치앙마이","CNX","2024-11-07","19:10","19:44","7C4205","16"
"일본","오사카/ 간사이","KIX","2024-11-07","19:10","19:53","OZ116","38"
"필리핀","마닐라","MNL","2024-11-07","19:20","19:42","OZ703","104"
"미국","애틀랜타","ATL","2024-11-07","19:25","19:42","DL026","138"
"베트남","호찌민","SGN","2024-11-07","19:25","19:49","OZ735","124"
"홍콩","홍콩","HKG","2024-11-07","19:25","19:58","OZ745","37"
"필리핀","보홀 팡라오","TAG","2024-11-07","19:30","19:47","RS581","0"
"미국","미니애폴리스","MSP","2024-11-07","19:30","19:56","DL170","128"
"베트남","하노이","HAN","2024-11-07","19:30","20:00","OZ733","71"
"미국","뉴욕/존에프케네디","JFK","2024-11-07","19:30","20:01","KE085","165"
"태국","방콕/수완나품","BKK","2024-11-07","19:30","20:11","7C2203","6"
"캄보디아","프놈펜","PNH","2024-11-07","19:35","20:02","OZ739","18"
"라오스","비엔티안","VTE","2024-11-07","19:35","20:07","LJ161","5"
"베트남","호찌민","SGN","2024-11-07","19:35","20:16","KE477","195"
"한국","부산","PUS","2024-11-07","19:35","20:18","KE1427","344"
"미국","로스앤젤레스","LAX","2024-11-07","19:40","20:08","KE011","144"
"베트남","나트랑","CXR","2024-11-07","19:40","20:32","LJ087","0"
"대만","타이베이","TPE","2024-11-07","19:45","20:30","BR159","5"
"말레이시아","코타키나발루","BKI","2024-11-07","19:50","20:09","7C2507","0"
"태국","방콕/수완나품","BKK","2024-11-07","19:50","20:21","TW101","5"
"말레이시아","코타키나발루","BKI","2024-11-07","19:55","20:13","OZ7375","1"
"중국","상하이/푸동","PVG","2024-11-07","20:00","20:23","OZ367","79"
"홍콩","홍콩","HKG","2024-11-07","20:00","20:25","KE177","128"
"호주","시드니","SYD","2024-11-07","20:00","20:25","OZ601","23"
"사이판","사이판","SPN","2024-11-07","20:00","20:28","TW307","3"
"베트남","나트랑","CXR","2024-11-07","20:00","21:04","RS527","0"
"미국","시애틀","SEA","2024-11-07","20:05","20:23","DL196","135"
"필리핀","보홀 팡라오","TAG","2024-11-07","20:05","20:27","LJ043","0"
"필리핀","마닐라","MNL","2024-11-07","20:05","21:20","KE625","123"
"캐나다","토론토","YYZ","2024-11-07","20:10","20:30","AC062","173"
"베트남","나트랑","CXR","2024-11-07","20:10","20:34","KE467","10"
"베트남","나트랑","CXR","2024-11-07","20:10","20:38","TW157","0"
"대만","타이베이","TPE","2024-11-07","20:15","20:42","CI163","6"
"필리핀","세부","CEB","2024-11-07","20:20","20:36","7C2405","14"
"베트남","다낭","DAD","2024-11-07","20:20","20:44","TW127","4"
"태국","방콕/수완나품","BKK","2024-11-07","20:20","20:47","OZ743","69"
"필리핀","마닐라","MNL","2024-11-07","20:30","21:00","PR469","41"
"라오스","비엔티안","VTE","2024-11-07","20:35","20:49","7C4303","2"
"태국","방콕/수완나품","BKK","2024-11-07","20:35","20:55","KE659","150"
"하와이","호놀룰루","HNL","2024-11-07","20:35","21:15","KE053","71"
"베트남","호찌민","SGN","2024-11-07","20:35","21:36","TW121","3"
"대만","가오슝","KHH","2024-11-07","20:40","20:51","BR171","7"
"미국","로스앤젤레스","LAX","2024-11-07","20:40","21:07","OZ204","245"
"일본","도쿄/하네다","HND","2024-11-07","20:40","21:18","KE719","35"
"필리핀","보홀 팡라오","TAG","2024-11-07","20:45","20:57","7C4409","2"
"싱가포르","싱가포르","SIN","2024-11-07","20:45","21:53","TR841","0"
"베트남","나트랑","CXR","2024-11-07","20:50","21:02","ZE561","0"
"미국","샌프란시스코","SFO","2024-11-07","20:50","21:11","OZ212","124"
"중국","광저우","CAN","2024-11-07","20:50","21:18","OZ355","96"
"중국","난징","NKG","2024-11-07","20:50","21:22","MU2922","3"
"베트남","다낭","DAD","2024-11-07","20:55","21:16","ZE593","0"
"중국","베이징/서우두","PEK","2024-11-07","20:55","21:26","KE853","112"
"베트남","다낭","DAD","2024-11-07","20:55","21:32","RS511","0"
"베트남","나트랑","CXR","2024-11-07","21:00","21:10","OZ7731","1"
"일본","오사카/ 간사이","KIX","2024-11-07","21:00","21:24","MM710","0"
"미국","라스베이거스","LAS","2024-11-07","21:00","21:28","KE005","160"
"중국","상하이/푸동","PVG","2024-11-07","21:05","21:13","CZ370","5"
"베트남","다낭","DAD","2024-11-07","21:05","21:34","LJ081","1"
"중국","장사","CSX","2024-11-07","21:05","21:34","OZ321","22"
"필리핀","세부","CEB","2024-11-07","21:10","21:27","OZ709","16"
"중국","칭다오","TAO","2024-11-07","21:10","21:30","SC4618","6"
"뉴질랜드","오클랜드","AKL","2024-11-07","21:10","21:35","NZ076","23"
"베트남","호찌민","SGN","2024-11-07","21:15","21:30","VJ861","1"
"태국","방콕/수완나품","BKK","2024-11-07","21:15","21:40","7C2205","14"
"베트남","하노이","HAN","2024-11-07","21:20","21:38","7C2803","28"
"베트남","다낭","DAD","2024-11-07","21:20","21:42","7C2903","8"
