English_City,Korean_City,Time_Difference_vs_Seoul_Hours
Tatitlek,타티틀렉,-17
Barra da Tijuca,바하 다 티주카,-12
Mostar,모스타르,-7
Ivujivik,이부지빅,-14
Leonora,레오노라,-1
Kawthaung,카우퉁,-2
Alor Island,알로르 제도,-1
Maamigili,마아미길리,-4
San Diego,샌디에이고,-16
Monticello,몬티첼로,-14
Galway,골웨이,-8
Madison,매디슨,-14
Lafayette,라피엣,-15
Urgench,우르겐치,-4
Diu,디우,-3.5
Bandar Seri Begawan,반다르 스리 브가완,-1
Yenagoa Bayelsa,예나고아 바옐사,-8
Casper,캐스퍼,-15
Chignik,치그닉,-17
Allahabad,알라하바드,-3.5
Temuco,테무코,-12
Ado-Ekiti,아도-에키티,-8
Iasi,이아시,-7
Erechim,에레싱,-12
Panglao,팡라오,-1
Aklavik,아클라빅,-16
Dryden,드라이덴,-14
Telfer,텔퍼,-1
Cayo Santa MarIa,카요 산타 마리아,-14
Aguachica,아과치카,-14
Bella Coola,벨라 쿨라,-16
Grosseto,그로세토,-7
Dipolog,디폴로그,-1
Pangkor Island,팡코르 제도,-1
orland,올란,-7
Surkhet,수르켓,-3.75
North Bend,노스 벤드,-16
Niau,니아우,-19
Belo Horizonte,벨루 오리존치,-12
Kegaska,케가스카,-13
Palermo,팔레르모,-7
RIo Cuarto,리오 콰르토,-12
Maseru,마세루,-7
Leknes,레크네스,-7
Chitral,치트랄,-4
Bulagtai,불라그타이,-1
Prijedor Urije,프리예도르 우리예,-7
Nanjing,난징,-1
Ganzhou,간저우,-1
Kazarman,카자르만,-4
Erie,이리,-13
Kagoshima,가고시마,+0
Ulusaba,울루사바,-7
Aarhus,오르후스,-7
Antalya,안탈리아,-6
Baoshan,바오산,-1
Pakokku,파코쿠,-2.5
Tangara,탕가라,-13
Al Ain,알 아인,-5
Deqing,더칭,-1
Brive-la-Gaillarde,브리브 라 가이야르드,-7
Norsup,노르섭,+2
Puerto Williams,푸에르토 윌리엄스,-12
Quadra Island,콰드라 아일랜드,-16
GardenPnt,가든 포인트,-1
Jajao,하하오,-1
Napier,네이피어,+3
Katiu,카티우,-19
Musoma,무소마,-6
Ayacucho,아야쿠초,-14
Yueyang,웨양,-1
Bonaventure,보나방튀르,-13
Pelotas,펠로타스,-12
Trincomalee,트린코말리,-3.5
Cabo Frio,카보 프리오,-12
Aracatuba,아라카투바,-12
Malaga,말라가,-7
Laurel,로럴,-14
David,데이비드,-14
Waisai,와이사이,+0
Lipa,리파,-1
Condoto,콘도토,-14
Maintirano,마인티라노,-6
Karratha,카라타,-1
Arar,아라르,-6
Shache,샤체,-3
Al Najaf,알 나자프,-6
PotosI,포토시,-13
Kalskag,칼스카그,-17
Visby,비스뷔,-7
Saidpur,사이드푸르,-3
Mansons Landing,맨슨즈 랜딩,-16
Zaranj,자란즈,-4.5
Paderborn,파더보른,-7
Trepell,트레펠,-1
Haven,헤이븐,-13
Kitadaito,키타다이토,+0
Rimini,리미니,-7
Southwest Georgia,사우스웨스트 조지아,-13
Szczecin,슈체친,-7
Rivas,리바스,-15
Ilam,일람,-3.75
Saipan,사이판,+1
Rondonopolis,론도노폴리스,-13
Labuan Bajo,라부안 바조,-1
Appleton,애플턴,-14
Dawson Creek,도슨 크리크,-16
Bratislava,브라티슬라바,-7
Cayenne,카옌,-12
Urad Middle Banner,우라드 중기,-1
Postville,포스트빌,-12.5
Gods River,갓스 리버,-15
Saba,사바,-13
Butte,뷰트,-16
Barrow,배로우,-18
Navoiy,나보이,-4
Arlit,알리트,-8
EskiSehir,에스키셰히르,-6
Perpignan,페르피냥,-7
Odense,오덴세,-7
Ruteng,루텡,-2
Siverskij,시베르스키,-6
Melonguane,멜롱구안,-1
Manzhouli,만저우리,-1
Ha'Apai,하아파이,+4
Jaisalmer,자이살메르,-3.5
Ivalo,이발로,-7
Raha,라하,-2
Redcliffe,레드클리프,+1
Hall Beach,홀 비치,-14
Donetsk,도네츠크,-7
Beja,베자,-8
Isla de Coche,코체 섬,-13
Tynda,틴다,-1
Nhulunbuy,눌런바이,+0.5
Oceanside,오션사이드,-16
El Oued,엘 우에드,-8
Skvde,쇠브데,-7
Nunam Iqua,누남 이콰,-18
San Carlos de Bariloche,산 카를로스 데 바릴로체,-12
Catalina,카탈리나,-16
Ipatinga,이파칭가,-12
Syunik,시우니크,-5
Wellington,웰링턴,+3
Ji'an,지안,-1
Maio Island,마이우 제도,-9
Miyakejima,미야케지마,+0
Mazatlan,마사틀란,-15
Port Bailey,포트 베일리,-17
Pato Branco,파토 브랑쿠,-12
Tartu,타르투,-7
Sao LuIs,상 루이스,-12
OkaloosaC,오칼루사,-14
Nukus,누쿠스,-4
Hollis,홀리스,-17
Ua Huka,우아 후카,-19.5
Tauranga,타우랑가,+3
Walvis Bay,왈비스 베이,-7
Armacao dos BUzios,아르마상 두스 부지우스,-12
Tomsk,톰스크,-2
Tamchy,탐치,-4
Cold Bay,콜드 베이,-17
Keperveyem,케페르베옘,+1
Uliastai,울리아스타이,-1
Garissa,가리사,-6
Aracaju,아라카주,-12
San Angelo,산 안젤로,-15
Brownsville,브라운스빌,-15
Tres Lagoas,트레스 라고아스,-13
Mayagez,마야게스,-13
Dutse,두체,-8
Tureia,투레이아,-19
Banda Aceh,반다 아체,-2
Managua,마나과,-15
Aurangabad,아우랑가바드,-3.5
Whitehorse,화이트호스,-16
Kasos Island,카소스 제도,-7
Dnipro,드니프로,-7
Czestochowa,쳉스토호바,-7
Natchez,내치스,-15
Wabush,와부시,-13
Bordeaux,보르도,-7
Phalaborwa,팔라보르와,-7
Seoul,서울,+0
Mae Hong Son,매홍손,-2
Wagga Wagga,와가 와가,+1
Point Hope,포인트 호프,-18
Jaffna,자프나,-3.5
Green Bay,그린 베이,-14
Ghazni,가즈니,-4.5
Sorocaba,소로카바,-12
Ninglang,닝랑,-1
Sabadell,사바델,-7
Lae Atoll,라에 아톨,+3
Morro de Sao Paulo,모후 지 상 파울루,-12
Entebbe,엔테베,-6
Cordoba,코르도바,-12
Pitalito,피탈리토,-14
Heihe,헤이허,-1
Alamogordo,알라모고도,-15
Siirt,시르트,-6
Bellona Island,벨로나 제도,+2
Athan,아탄,-2
Ipiales,이피알레스,-14
Diyarbakir,디야르바키르,-6
Gaspe,가스페,-13
Heringsdorf,헤링스도르프,-7
Voi,보이,-6
Kasenga,카셍가,-7
Pithoragarh,피토라가르,-3.5
Land'sEnd,랜드 엔드,-8
Daegu,대구,+0
Youngstown,영스타운,-13
Narathiwat,나라티왓,-2
GeorgeTown,조지타운,-13
Matsu,마츠,-1
Prince Albert,프린스 앨버트,-15
Eldoret,엘도레트,-6
Memmingen,멤밍겐,-7
Preobrazheniye,프레오브라젠스케,+1
Belize City,벨리즈 시티,-15
Kassel,카셀,-7
Sandakan,산다칸,-1
Saifai,사이파이,-3.5
Guadalajara,과달라하라,-15
Zhezkazgan,제즈카즈간,-4
Jijiga,지지가,-6
Quepos,케포스,-15
Toccoa,토코아,-13
Mbeya,음베야,-6
Tingo MarIa,팅고 마리아,-14
Shijiazhuang,스자좡,-1
Moheli,모헬리,-6
Parapat,파라팟,-2
Puerto San Jose,푸에르토 산호세,-15
Pleiku,플레이쿠,-2
Sibolga,시볼가,-2
Esperance,에스페랑스,+1
Errachidia,에라치디아,-8
Halls Creek,홀스 크리크,-1
Isiro,이시로,-7
Yavatmal,야바트말,-3.5
Concord,콩코드,-13
Arutua,아루투아,-19
Kiunga,키웅가,+1
Ishigaki,이시가키,+0
Isparta,이스파르타,-6
Muang Xay,무앙 사이,-2
Coll,콜,-8
Nowshahr,노우샤르,-5.5
Mulatupo,물라투포,-14
Figari,피가리,-7
Kannur,칸누르,-3.5
Masbate,마스바테,-1
Terre Haute,테르 오트,-14
Isalo,이살로,-6
Twin Falls,트윈 폴스,-16
Kwajalein,콰잘레인,+3
Sibu,시부,-1
Tahoua,타화,-8
Sittwe,싯웨,-2.5
Datong,다퉁,-1
Uganik,우가닉,-17
Mosul,모술,-6
Lompoc,롬포크,-16
Brak,브라크,-7
North Platte,노스 플랫,-15
Manta,만타,-14
Tshikapa,치카파,-8
Arrabury,아라버리,+1
Agartala,아가르탈라,-3
Takoradi,타코라디,-8
Inishmore,이니시모어,-8
Bhamo,바모,-2.5
Jodhpur,조드푸르,-3.5
Salem,살렘,-3.5
Huntsville,헌츠빌,-15
Kazan,카잔,-6
Shiyan,스옌,-1
Grise Fiord,그리즈 피오르드,-14
Kiri,키리,-8
New York,뉴욕,-13
Joinville,조인빌,-12
Jask,자스크,-5.5
Rewa,레와,-3.5
Hughenden,휴겐든,+1
Florianopolis,플로리아노폴리스,-12
Sao Borja,상 보르자,-12
Shahrud,샤흐루드,-5.5
Shushenskoye,슈셴스코예,-2
Lethbridge,레스브리지,-16
Asahikawa,아사히카와,+0
Tetouan,테투안,-8
Simferopol,심페로폴,-7
Perito Moreno,페리토 모레노,-12
Tiakur,티아쿠르,-1
Siborong-Borong,시보롱-보롱,-2
Oita,오이타,+0
Key Largo,키 라르고,-13
Volos,볼로스,-7
Chattanooga,채터누가,-14
Nuremberg,뉘른베르크,-7
Karaj,카라지,-5.5
Luozi,뤄지,-1
Greenstone,그린스톤,-14
Cartagena,카르타헤나,-14
Takume,타쿠메,-19
Tsushima,쓰시마,+0
Imperatriz,임페라트리스,-12
Cologne,쾰른,-7
Port Alsworth,포트 앨스워스,-17
Altamira,알타미라,-12
Wiluna,윌루나,-1
Taree,타리,+1
Sohar,소하르,-5
Moro,모로,-1
Ulyanovsk,울리야놉스크,-6
Salalah,살랄라,-5
Al Wajh,알 와지흐,-6
Sovetsky,소베츠키,-4
Voronezh,보로네시,-6
Nakuru,나쿠루,-6
Webequie,위베퀴,-15
Saginaw,새기너,-14
McArthur River,맥아더 리버,+0.5
Anaa,아나아,-19
Zangilan,장길란,-5
Semnan,셈난,-5.5
Ambon,암본,+0
Arvidsjaur,아르비즈야우르,-7
Boulia,불리아,+1
Nacala,나칼라,-7
Umiujaq,우미우작,-14
San Pedro Sula,산 페드로 술라,-15
Valencia,발렌시아,-7
Acapulco,아카풀코,-15
Natal,나탈,-12
Clarks Point,클락스 포인트,-17
Abu Musa Island,아부 무사 섬,-5.5
San Luis Potosi,산 루이스 포토시,-15
Christmas Island,크리스마스 섬,-2
Termez,테르메즈,-4
Garoua,가루아,-8
Muara,무아라,-1
Hammerfest,하메르페스트,-7
Aspen,아스펜,-15
Gaua Island,가우아 제도,+2
Bamyan,바미얀,-4.5
Quzhou,취저우,-1
Macon,메이컨,-13
Bagdogra,바그도그라,-3
Sanya,싼야,-1
Aosta,아오스타,-7
Herat,헤라트,-4.5
Porto,포르투,-8
Crotone,크로토네,-7
Aurillac,오리악,-7
El Centro,엘 센트로,-16
Trombetas,트롬베타스,-12
Ponta Delgada,폰타 델가다,-9
Cobar,코바,+1
Rome,로마,-7
Moosonee,무소니,-14
Abakaliki,아바칼리키,-8
Lencois,렌소이스,-12
Bengbu,벙부,-1
Chittagong,치타공,-3
Joacaba,조아사바,-12
Xilinhot,시린하오터,-1
Medina,메디나,-6
Turpan,투르판,-3
Puerto Princesa,푸에르토 프린세사,-1
Ciudad Juarez,시우다드 후아레스,-15
Pokhara,포카라,-3.75
Badajoz,바다호스,-7
San Vicente,산 비센테,-12
Sundsvall-HArnsand,순스발-헤르뇌산드,-7
Hanover,하노버,-7
Hambantota,함반토타,-3.5
Eastsound,이스트사운드,-16
Vinh,빈,-2
Tamanrasset,타만라세트,-8
Beirut,베이루트,-7
Sado,사도,+0
Barbuda,바부다,-13
Kanpur,칸푸르,-3.5
Myitkyina,미치나,-2.5
Bryansk,브랸스크,-6
Helena,헬레나,-16
Flin Flon,플린 플론,-15
Fakahina,파카히나,-19
Fuyun,푸윈,-3
Gusau,구사우,-8
Lahore,라호르,-4
Aizawl,아이자울,-3
Chelinda,첼린다,-7
Dortmund,도르트문트,-7
Hopedale,호프데일,-12.5
Lviv,르비우,-7
Anjouan,앙주앙,-6
Orenburg,오렌부르크,-4
Lodz,우치,-7
Saidu Sharif,사이두 샤리프,-4
PuertoPlata,푸에르토 플라타,-14
Montes Claros,몬치스 클라루스,-12
Goroka,고로카,+1
Niue Island,니우에 제도,-20
Gameti,가메티,-16
Pondicherry,퐁디셰리,-3.5
Kona,코나,-19
Jinghong,징훙,-1
South Bend,사우스 벤드,-14
Maringa,마링가,-12
Salluit,살루이트,-14
Los Angeles,로스앤젤레스,-16
Namlea,남레아,+0
Syktyvkar,식팁카르,-6
Pittsfield,피츠필드,-13
Manassas,매너서스,-13
Haikou,하이커우,-1
Sivas,시바스,-6
Sainte-Marie,생트마리,-6
Majkin,마이킨,-2
TrkmenbaSy,투르크멘바시,-4
Qui Nhon,뀌년,-2
Mersa Matruh,메르사 마트루흐,-7
Popayan,포파얀,-14
Wichita Falls,위치타 폴스,-15
Sault Ste. Marie,수 세인트 마리,-14
Maroua,마루아,-8
Abidjan,아비장,-8
Beni Mellal,베니 멜랄,-8
Lensk,렌스크,+1
La Romana,라 로마나,-14
Jaffrey,재프리,-13
Leticia,레티시아,-14
Tamale,타말레,-8
Wichita,위치타,-15
Lewiston,루이스턴,-16
Zihuatanejo,시우아타네호,-15
Aleknagik,알렉나기크,-17
Akiachak,아키아착,-17
Ginbata,긴바타,+2
Maicao,마이카오,-13
Diffa,디파,-8
Daytona Beach,데이토나 비치,-13
Lapu-Lapu,라푸라푸,-1
JyvAskylA,위베스킬레,-7
Busan,부산,+0
Libo,리보,-1
Juliaca,훌리아카,-14
Texarkana,텍사카나,-15
Barisal,바리살,-3
Kenora,케노라,-15
Skelleftea,셸레프테오,-7
Linhares,리냐레스,-12
Kerema,케레마,+1
Humberside,험버사이드,-8
Bukhara,부하라,-4
Alice,앨리스,-15
Encarnacion,엔카르나시온,-13
Beaufort County,뷰포트 카운티,-13
Kathmandu,카트만두,-3.75
Bazhong,바중,-1
Plymouth,플리머스,-8
Rivne,리우네,-7
Masterton,마스터턴,+3
Sinop,시노프,-6
San Felix,산 펠릭스,-13
Shravasti,슈라바스티,-3.5
Moncton,멍크턴,-13
Coimbra,코임브라,-8
Huanuco,우아누코,-14
Simara,시마라,-3.75
Bridgetown,브리지타운,-13
Lavan Island,라반 섬,-5.5
Tadoule Lake,타둘 레이크,-15
Cox's Bazar,콕스바자르,-3
Campeche,캄페체,-15
Una,우나,-12
Nakashibetsu,나카시베쓰,+0
El Aguacate,엘 아과카테,-15
Hartford,하트포드,-13
Campbell River,캠벨 리버,-16
San Antonio del Tachira,산 안토니오 델 타치라,-13
Quebec,퀘벡,-13
San Sebastian,산 세바스티안,-7
Lautzenhausen,라우첸하우젠,-7
Londonderry,런던데리,-8
Putussibau,푸투시바우,-2
Binghamton,빙엄턴,-13
Hun,훈,-7
Ubari,우바리,-7
Along,알롱,-3
Ziro,지로,-3
Tanjung Pandan,탄중 판단,-2
Emo,이모,+1
Palanga,팔랑가,-7
Lac Brochet,락 브로셰,-15
PukaPuka,푸카푸카,-19
Alma,알마,-13
Kadhdhoo Island,카드두 제도,-4
The Granites,더 그래니츠,+0.5
Rockland,록랜드,-13
Usharal,우샤랄,-4
Parkersburg,파커스버그,-13
Rapid City,래피드 시티,-15
Kabale,카발레,-6
Valesdir,발레스디어,+2
Sisimiut,시시미우트,-12
Lake Murray,레이크 머레이,+1
Worland,워랜드,-15
Corvo Island,코르보 제도,-9
Ataq,아타크,-6
Bathurst,배서스트,+1
Ahmedabad,아마다바드,-3.5
Bouarfa,부아르파,-8
Moyo Town,모요 타운,-6
Beziers,베지에르,-7
Njombe,은좀베,-6
Chadron,채드론,-15
Trunojoyo,트루노조요,-2
Pantelleria,판텔레리아,-7
Tulita,툴리타,-16
Luhansk,루한스크,-7
Ceiba,세이바,-13
Whale Cove,웨일 코브,-14
Busselton,버셀턴,+1
Kangirsuk,캉기르수크,-14
Tokat,토카트,-6
Kailashahar,카일라샤하르,-3
Plettenberg Bay,플레텐베르크 베이,-7
Rennes,렌,-7
Gilgit,길기트,-4
Luxembourg,룩셈부르크,-7
Kuria,쿠리아,+3
Iturup,이투루프,+2
Bialystok,비아위스토크,-7
Purwokerto,푸르워케르토,-2
Tiga Island,티가 제도,+2
Suntar,순타르,+0
Chania,하니아,-7
Aalborg,올보르,-7
North Eleuthera,노스 엘류테라,-14
Dimapur,디마푸르,-3
Makin Island,마킨 제도,+3
Weeze,베체,-7
Telupid,텔루피드,-1
Parsabad,파르사바드,-5
Stepanavan,스테파나반,-5
Tanjung Pinang,탄중 피낭,-2
Iqaluit,이칼루이트,-14
Craiova,크라이오바,-7
Wajir,와지르,-6
Tucupita,투쿠피타,-13
Dikson,딕손,-4
Asosa,아소사,-6
Tanna Island,탄나 제도,+2
Tumbes,툼베스,-14
Mykonos,미코노스,-7
Bellingham,벨링햄,-16
North Spirit Lake,노스 스피릿 레이크,-15
Golog,궈뤄,-1
Bandar Lengeh,반다르 렝게흐,-5.5
Manokwari,마노크와리,+0
Chaurjhari,차우르자르히,-3.75
Perigueux,페리괴,-7
Barcaldine,바칼딘,+1
Agadez,아가데즈,-8
Cienfuegos,시엔푸에고스,-14
Sobral Regional,소브랄 리저널,-12
Wollaston Lake,울라스톤 레이크,-15
Lismore,리즘모어,+1
Fakfak,팍팍,+0
Tin City,틴 시티,-18
Gunnison,거니슨,-15
Maun,마운,-7
Ronaldsway,로널즈웨이,-8
Asmara,아스마라,-6
Saransk,사란스크,-6
Lubango,루방고,-8
Telluride,텔루라이드,-15
Anatom Island,아나톰 아일랜드,+2
Gachsaran,가치사란,-5.5
Jeddah,제다,-6
Jalingo,잘링고,-8
Havre,아브르,-7
Yermolino,예르몰리노,-6
Kalumbila,칼룸빌라,-7
Bozeman,보즈먼,-16
Acarigua,아카리그아,-13
Abingdon,애빙던,-13
Fuyang,푸양,-1
Coventry,코번트리,-8
Ohrid,오흐리드,-7
Lokichogio,로키초지오,-6
Richmond,리치먼드,-13
Tabora,타보라,-6
Lhasa,라싸,-1
Flinders Island,플린더스 아일랜드,+1
Williamsport,윌리엄스포트,-13
RIo Hato,리오 아토,-14
Lord Howe Island,로드 하우 아일랜드,+1
Alotau,알로타우,+1
Saint-Pierre,생피에르,-13
Chuuk,추크,+1
La Serena,라 세레나,-13
Mpanda,음판다,-6
Douala,두알라,-8
Kasese,카세세,-6
Jolo,홀로,-1
Nanyuki,난유키,-6
Fianarantsoa,피아나라찬초아,-6
Turku,투르쿠,-7
Wangi-wangi Island,왕이왕이 제도,-1
Copenhagen,코펜하겐,-7
Bastia,바스티아,-7
Naryn,나린,-4
Rock Sound,록 사운드,-14
Ibaraki,이바라키,+0
Rio de Janeiro,리우데자네이루,-12
Edna Bay,에드나 베이,-17
Bari,바리,-7
Pagar Alam,파가르 알람,-2
Tamworth,탐워스,+1
Seghe,세게,+2
Dunk Island,덩크 아일랜드,+1
Baise,바이서,-1
Dawson City,도슨 시티,-16
Bhojpur,보즈푸르,-3.75
Selebi-Phikwe,셀레비-피크웨,-7
Raiatea,라이아테아,-19
Leesburg,리스버그,-13
Columbia,컬럼비아,-13
Caucasia,카우카시아,-14
Sudbury,서드버리,-14
Hikueru,히쿠에루,-19
Kaukura Atoll,카우쿠라 아톨,-19
Mariscal Estigarribia,마리스칼 에스티가리비아,-13
Derby,더비,-8
Lille,릴,-7
Sao Nicolau,상 니콜라우,-10
MongHsat,몽삿,-2.5
Kulhudhuffush,쿨후두프푸쉬,-4
Kalaleh,칼랄레흐,-5.5
Kandahar,칸다하르,-4.5
Labasa,라바사,+3
KArdla,케르들라,-7
Gulu,굴루,-6
Arathusa,아라투사,-15
Kano,카노,-8
Shaoyang,샤오양,-1
Monkey Bay,몽키 베이,-7
Ailuk Atoll,아일루크 아톨,+3
Rygge,리그,-7
Aguni,아구니,+0
Narrabri,나라브라이,+1
Grand Canyon,그랜드 캐니언,-16
Fort Hope,포트 호프,-14
Falgunand,팔구나드,-3.75
Paama,파아마,+2
Sunchales,순찰레스,-12
Korhogo,코로고,-8
Cedar City,시더 시티,-16
Ixiamas,이시아마스,-13
Kuressaare,쿠레사레,-7
Taldykorgan,탈디코르간,-4
Kythira,키티라,-7
Tonghua,퉁화,-1
Tete,테테,-7
Mataiva,마타이바,-19
Pocatello,포카텔로,-16
JuIna,주이나,-13
Burgos,부르고스,-7
Rongelap Atoll,롱겔랍 아톨,+3
UIge,울게,+0
State College,스테이트 칼리지,-13
Wadi ad-Dawasir,와디 앗 다와시르,-6
St. Theresa Point,세인트 테레사 포인트,-15
Harstad-Narvik,하르스타드-나르빅,-7
Saga,사가,+0
Sal,살,-9
Hyderabad,하이데라바드,-4
Nanortalik,나노르탈리크,-12
North Ronaldsay,노스 로널드세이,-8
Fort Good Hope,포트 굿 호프,-16
Trelew,트렐레우,-12
Valera,발레라,-13
Rosita,로시타,-15
Ranong,라농,-2
Bayannur,바옌나오르,-1
Bor,보르,-7
Blackall,블랙올,+1
Magan,마간,+1
Cuernavaca,쿠에르나바카,-15
Gdynia Kosakowo,그디니아 코사코보,-7
Keekorok,케에코록,-6
Buraidah,부라이다,-6
Massena,마세나,-13
Humaita,우마이타,-14
RIo Gallegos,리오 가예고스,-12
Hilversum,힐베르쉼,-7
Sishen,시셴,-7
Mauke Island,마우케 제도,-19
Kemerovo,케메로보,-3
Akureyri,아쿠레이리,-9
Najran,나즈란,-6
Annecy,안시,-7
Medicine Hat,메디신 햇,-15
Clermont,클레르몽,-7
Mary's Harbour,메리 하버,-12.5
Horta,오르타,-9
Punto Fijo,푼토 피호,-13
Ciudad BolIvar,시우다드 볼리바르,-13
Grand Island,그랜드 아일랜드,-15
Cilacap,칠라캅,-2
Akita,아키타,+0
Zaragoza,사라고사,-7
Meixian,메이셴,-1
Santa Cruz,산타 크루즈,-16
Traverse City,트래버스 시티,-14
Knoxville,녹스빌,-14
Vina del Mar,비냐 델 마르,-13
Lake Minchumina,레이크 민추미나,-17
Amman,암만,-7
Caravelas,카라벨라스,-12
Cranbrook,크랜브룩,-16
Jinju,진주,+0
Auburn,오번,-13
Morristown,모리스타운,-13
Palangkaraya,팔랑카라야,-1
Bodaybo,보다이보,-1
Hoarafushi,호아라푸시,-4
Curitiba,쿠리치바,-12
Lisbon,리스본,-8
